Site,MonthYear,Year,All Devices,Desktop,Mobile,Category
Bleacher Report,2019-06-01,2019,34279216,14998774,19280442,Sports
Bleacher Report,2019-07-01,2019,33192344,14805077,18387267,Sports
Bleacher Report,2019-08-01,2019,25923372,11033442,14889930,Sports
Bleacher Report,2019-09-01,2019,24972760,10440488,14532272,Sports
Bleacher Report,2019-10-01,2019,29567422,14549355,15018067,Sports
Bleacher Report,2019-11-01,2019,29665450,13269456,16395994,Sports
Bleacher Report,2019-12-01,2019,27391585,13218928,14172657,Sports
Bleacher Report,2020-01-01,2020,34916477,16982553,17933924,Sports
Bleacher Report,2020-02-01,2020,41068426,22085517,18982909,Sports
Bleacher Report,2020-03-01,2020,33797816,18519227,15278589,Sports
Bleacher Report,2020-04-01,2020,38225212,20316994,17908218,Sports
Bleacher Report,2020-05-01,2020,34084356,17875647,16208709,Sports
Bleacher Report,2020-06-01,2020,31870843,16187509,15683334,Sports
Bleacher Report,2020-07-01,2020,29303904,14195082,15108822,Sports
Bleacher Report,2020-08-01,2020,31014803,15607478,15407325,Sports
Bleacher Report,2020-09-01,2020,34104517,18111897,15992620,Sports
Bleacher Report,2020-10-01,2020,36860185,20352781,16507404,Sports
Bleacher Report,2020-11-01,2020,36390711,20586312,15804399,Sports
Bleacher Report,2020-12-01,2020,34992189,20076176,14916013,Sports
Bleacher Report,2021-01-01,2021,36683478,21321657,15361821,Sports
Bleacher Report,2021-02-01,2021,34007650,18906181,15101469,Sports
Bleacher Report,2021-03-01,2021,37245862,21753282,15492580,Sports
Bleacher Report,2021-04-01,2021,44226501,19779573,24446928,Sports
Bleacher Report,2021-05-01,2021,52191824,19755501,32436323,Sports
Bleacher Report,2021-06-01,2021,39707638,18085213,21622425,Sports
Bleacher Report,2021-07-01,2021,39430608,16414524,23016084,Sports
Bleacher Report,2021-08-01,2021,44138534,18079596,26058938,Sports
Bleacher Report,2021-09-01,2021,28886667,15643282,13243385,Sports
Bleacher Report,2021-10-01,2021,33121576,14327442,18794134,Sports
Bleacher Report,2021-11-01,2021,32814161,15005822,17808339,Sports
Bleacher Report,2021-12-01,2021,54670759,14100622,40570137,Sports
Bleacher Report,2022-01-01,2022,59578872,15931145,43647727,Sports
Bleacher Report,2022-02-01,2022,72205643,13892596,58313047,Sports
Bleacher Report,2022-03-01,2022,46255982,15725303,30530679,Sports
Bleacher Report,2022-04-01,2022,35674602,14957812,20716790,Sports
Bleacher Report,2022-05-01,2022,34061424,16024196,18037228,Sports
Bleacher Report,2022-06-01,2022,34388155,14130210,20257945,Sports
Bleacher Report,2022-07-01,2022,100515781,16903585,83612196,Sports
Bleacher Report,2022-08-01,2022,38882351,11994611,26887740,Sports
Bleacher Report,2022-09-01,2022,49891638,14332397,35559241,Sports
Bleacher Report,2022-10-01,2022,53160786,13611126,39549660,Sports
Walmart,2017-01-01,2017,67289544,67289544,n/a,E-Commerce
Walmart,2017-02-01,2017,62400774,62400774,n/a,E-Commerce
Walmart,2017-03-01,2017,57961729,57961729,n/a,E-Commerce
Walmart,2017-04-01,2017,52689285,52689285,n/a,E-Commerce
Walmart,2017-05-01,2017,54405508,54405508,n/a,E-Commerce
Walmart,2017-06-01,2017,61077854,61077854,n/a,E-Commerce
Walmart,2017-07-01,2017,66320507,66320507,n/a,E-Commerce
Walmart,2017-08-01,2017,60112230,60112230,n/a,E-Commerce
Walmart,2017-09-01,2017,57487472,57487472,n/a,E-Commerce
Walmart,2017-10-01,2017,55016006,55016006,n/a,E-Commerce
Walmart,2017-11-01,2017,75546432,75546432,n/a,E-Commerce
Walmart,2017-12-01,2017,68472465,68472465,n/a,E-Commerce
Walmart,2018-01-01,2018,269174499,56300805,212873694,E-Commerce
Walmart,2018-02-01,2018,260525038,52962105,207562933,E-Commerce
Walmart,2018-03-01,2018,295095206,54247315,240847891,E-Commerce
Walmart,2018-04-01,2018,252767114,52386644,200380470,E-Commerce
Walmart,2018-05-01,2018,274288749,54943118,219345631,E-Commerce
Walmart,2018-06-01,2018,244755049,48374288,196380761,E-Commerce
Walmart,2018-07-01,2018,277298495,47940779,229357716,E-Commerce
Walmart,2018-08-01,2018,278364159,57065198,221298961,E-Commerce
Walmart,2018-09-01,2018,292888874,54813517,238075357,E-Commerce
Walmart,2018-10-01,2018,305129909,63020255,242109654,E-Commerce
Walmart,2018-11-01,2018,445488962,75332744,370156218,E-Commerce
Walmart,2018-12-01,2018,445546066,78086488,367459578,E-Commerce
Walmart,2019-01-01,2019,295348688,55852046,239496642,E-Commerce
Walmart,2019-02-01,2019,285980832,49440611,236540221,E-Commerce
Walmart,2019-03-01,2019,304276326,49496363,254779963,E-Commerce
Walmart,2019-04-01,2019,257941688,56545569,201396119,E-Commerce
Walmart,2019-05-01,2019,253165751,59915588,193250163,E-Commerce
Walmart,2019-06-01,2019,258664643,54719842,203944801,E-Commerce
Walmart,2019-07-01,2019,265179403,51394234,213785169,E-Commerce
Walmart,2019-08-01,2019,253631764,50948592,202683172,E-Commerce
Walmart,2019-09-01,2019,248122918,43823852,204299066,E-Commerce
Walmart,2019-10-01,2019,243783479,49713826,194069653,E-Commerce
Walmart,2019-11-01,2019,339616237,68587450,271028787,E-Commerce
Walmart,2019-12-01,2019,389043844,74554564,314489280,E-Commerce
Walmart,2020-01-01,2020,249496474,52103166,197393308,E-Commerce
Walmart,2020-02-01,2020,376352058,70377201,305974857,E-Commerce
Walmart,2020-03-01,2020,386111606,76753596,309358010,E-Commerce
Walmart,2020-04-01,2020,563977387,136074055,427903332,E-Commerce
Walmart,2020-05-01,2020,578302083,144122301,434179782,E-Commerce
Walmart,2020-06-01,2020,546479318,129230486,417248832,E-Commerce
Walmart,2020-07-01,2020,524788730,125723151,399065579,E-Commerce
Walmart,2020-08-01,2020,508663643,122617523,386046120,E-Commerce
Walmart,2020-09-01,2020,545921655,131324228,414597427,E-Commerce
Walmart,2020-10-01,2020,552555912,135382821,417173091,E-Commerce
Walmart,2020-11-01,2020,793433753,222411154,571022599,E-Commerce
Walmart,2020-12-01,2020,715173216,165210537,549962679,E-Commerce
Walmart,2021-01-01,2021,595378351,125033051,470345300,E-Commerce
Walmart,2021-02-01,2021,559276505,117242181,442034324,E-Commerce
Walmart,2021-03-01,2021,615634420,132304860,483329560,E-Commerce
Walmart,2021-04-01,2021,459817009,118081975,341735034,E-Commerce
Walmart,2021-05-01,2021,466817010,123386784,343430226,E-Commerce
Walmart,2021-06-01,2021,439668078,137247964,302420114,E-Commerce
Walmart,2021-07-01,2021,478324641,119697625,358627016,E-Commerce
Walmart,2021-08-01,2021,478106196,126286685,351819511,E-Commerce
Walmart,2021-09-01,2021,428328989,120461939,307867050,E-Commerce
Walmart,2021-10-01,2021,458243907,122419512,335824395,E-Commerce
Walmart,2021-11-01,2021,581205482,160816769,420388713,E-Commerce
Walmart,2021-12-01,2021,690206637,154379750,535826887,E-Commerce
Walmart,2022-01-01,2022,551885903,125808817,426077086,E-Commerce
Walmart,2022-02-01,2022,540184472,106640040,433544432,E-Commerce
Walmart,2022-03-01,2022,612796557,116713694,496082863,E-Commerce
Walmart,2022-04-01,2022,582745520,104014959,478730561,E-Commerce
Walmart,2022-05-01,2022,618487619,105972848,512514771,E-Commerce
Walmart,2022-06-01,2022,652453812,109986562,542467250,E-Commerce
Walmart,2022-07-01,2022,695777085,108763303,587013782,E-Commerce
Walmart,2022-08-01,2022,698192083,119854029,578338054,E-Commerce
Walmart,2022-09-01,2022,587139167,109143978,477995189,E-Commerce
Walmart,2022-10-01,2022,687283712,115443028,571840684,E-Commerce
